rowid,Compartment,Feature,Channel,Suffix,Feature significance,Perturbation,Corrected p-value,Phenotypic activity,Perturbation example image,Median,Gene Rank,Feature Rank,JCP2022,Resources,Synonyms
34662,Cytoplasm,Granularity_13,Mito,,0.00005,PPP2R5A,0.05243,0.55309,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-16/H12_4.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-16/H12_4.jpg"", ""width"": 200}",-1.338,999999,0,JCP2022_805466,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/5525"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/601643"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R5A"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000066027"", ""label"": ""Ensembl""}]",B56A|B56alpha|PR61A
28840,Nuclei,Texture_Correlation,RNA,_5_02_256,0,SLC22A23,0.34866,0.35282,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-01/D17_4.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-01/D17_4.jpg"", ""width"": 200}",-1.836,999999,0,JCP2022_806422,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/63027"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/611697"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A23"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000137266"", ""label"": ""Ensembl""}]",C6orf85
24496,Cytoplasm,Correlation_K_ER,DNA,,0,PTGIR,0.00403,0.56407,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-26/D18_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-26/D18_1.jpg"", ""width"": 200}",-1.194,999999,0,JCP2022_805654,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/5739"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/600022"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGIR"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000160013"", ""label"": ""Ensembl""}]",IP|PRIPR
14979,Cytoplasm,Correlation_K_ER,DNA,,0,POLR1C,0.00119,0.75965,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R8-01/I03_6.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R8-01/I03_6.jpg"", ""width"": 200}",-1.589,999999,0,JCP2022_805340,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/9533"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/610060"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR1C"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000171453"", ""label"": ""Ensembl""}]",AC40|HLD11|RPA39|RPA40|RPA5|RPAC1|RPC40|TCS3
37208,Cytoplasm,RadialDistributionMeanFrac,,_mito_tubeness_12of20,0,PPIL4,0.01376,0.62955,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R7-01/L18_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R7-01/L18_1.jpg"", ""width"": 200}",-1.446,999999,0,JCP2022_805420,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/85313"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/607609"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIL4"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000131013"", ""label"": ""Ensembl""}]",HDCME13P
37719,Cells,CountCount,,,0,EPHB4,0.09978,0.38692,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-26/B09_2.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-26/B09_2.jpg"", ""width"": 200}",-1.327,999999,0,JCP2022_802147,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/2050"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/600011"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB4"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000196411"", ""label"": ""Ensembl""}]",CMAVM2|HFASD|HTK|LMPHM7|MYK1|TYRO11
8797,Cells,Intensity_IntegratedIntensityEdge,DNA,,0,CHST14,0.0171,0.51978,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-08/F19_6.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-08/F19_6.jpg"", ""width"": 200}",-1.522,999999,0,JCP2022_801331,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/113189"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/608429"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHST14"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000169105"", ""label"": ""Ensembl""}]",ATCS|D4ST1|EDSMC1|HNK1ST
14628,Cytoplasm,RadialDistribution_MeanFrac,Mito,_3of4,0,ARSD,0.38655,0.26744,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-08/I13_3.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-08/I13_3.jpg"", ""width"": 200}",-1.556,999999,0,JCP2022_800600,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/414"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/300002"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSD"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000006756"", ""label"": ""Ensembl""}]",ASD
40875,Cells,AreaShapeBoundingBoxArea,,,0,GPR161,0.00182,0.59771,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-15/H07_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-15/H07_1.jpg"", ""width"": 200}",-1.145,999999,0,JCP2022_802829,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/23432"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/612250"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR161"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000143147"", ""label"": ""Ensembl""}]",RE2
35806,Nuclei,NeighborsFirstClosestDistance,,_1,0,KLK13,0.00182,0.73803,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-19/O11_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-19/O11_0.jpg"", ""width"": 200}",-1.404,999999,0,JCP2022_803722,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/26085"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/605505"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK13"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000167759"", ""label"": ""Ensembl""}]",KLK-L4|KLKL4
16643,Cytoplasm,Intensity_IntegratedIntensityEdge,DNA,,0,NAT6,0.00018,0.88229,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-08/E07_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-08/E07_1.jpg"", ""width"": 200}",-1.421,999999,0,JCP2022_804440,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/24142"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAT6"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g="", ""label"": ""Ensembl""}]",ANDS|FUS-2|FUS2|HsNAAA80|NAT6
41244,Nuclei,AreaShapeMajorAxisLength,,,0,ENTPD5,0.00018,0.65177,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-07/A15_6.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-07/A15_6.jpg"", ""width"": 200}",-1.49,999999,0,JCP2022_802125,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/957"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/603162"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENTPD5"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000187097"", ""label"": ""Ensembl""}]",CD39L4|NTPDase-5|PCPH
38083,Cytoplasm,RadialDistribution_MeanFrac,AGP,_3of4,0,RAP1A,0.1148,0.41638,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-03/P22_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-03/P22_1.jpg"", ""width"": 200}",-1.396,999999,0,JCP2022_805828,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/5906"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/179520"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAP1A"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000116473"", ""label"": ""Ensembl""}]",C21KG|G-22K|KREV-1|KREV1|RAP1|SMGP21
11666,Nuclei,Correlation_K_RNA,DNA,,0,PTH1R,0.00018,0.76097,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-15/G18_5.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-15/G18_5.jpg"", ""width"": 200}",-1.544,999999,0,JCP2022_805661,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/5745"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/168468"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTH1R"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000160801"", ""label"": ""Ensembl""}]",EKNS|PFE|PTHR|PTHR1
33724,Nuclei,RadialDistribution_MeanFrac,Mito,_3of4,0.00001,PEX1,0.03728,0.47252,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-08/D10_7.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-08/D10_7.jpg"", ""width"": 200}",-1.825,999999,0,JCP2022_805047,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/5189"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/602136"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX1"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000127980"", ""label"": ""Ensembl""}]",HMLR1|PBD1A|PBD1B|ZWS|ZWS1
17868,Cytoplasm,Granularity_2,DNA,,0,KLRF1,0.20782,0.33309,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-08/G16_7.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-08/G16_7.jpg"", ""width"": 200}",-1.823,999999,0,JCP2022_803734,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/51348"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/605029"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRF1"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000150045"", ""label"": ""Ensembl""}]",CLEC5C|NKp80
14874,Cells,CountCount,,,0,TCEB3B,0.02055,0.47402,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-23/G03_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-23/G03_0.jpg"", ""width"": 200}",-1.267,999999,0,JCP2022_806992,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/51224"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCEB3B"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g="", ""label"": ""Ensembl""}]",HsT832|TCEB3B|TCEB3L
27167,Cells,Correlation_K_RNA,DNA,,0,SLC17A7,0.00018,0.60206,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-17/L22_3.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-17/L22_3.jpg"", ""width"": 200}",-1.523,999999,0,JCP2022_806399,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/57030"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/605208"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A7"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000104888"", ""label"": ""Ensembl""}]",BNPI|VGLUT1
3653,Cells,CountCount,,,0,TPP2,0.35243,0.35151,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-19/I20_4.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-19/I20_4.jpg"", ""width"": 200}",-1.398,999999,0,JCP2022_807223,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/7174"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/190470"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPP2"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000134900"", ""label"": ""Ensembl""}]",IMD78|TPP-2|TPP-II|TPPII
33257,Nuclei,AreaShapePerimeter,,,0,LAMA4,0.46304,0.25395,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-09/L04_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-09/L04_1.jpg"", ""width"": 200}",-1.222,999999,0,JCP2022_803770,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/3910"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/600133"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMA4"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000112769"", ""label"": ""Ensembl""}]",CMD1JJ|LAMA3|LAMA4*-1
19635,Cytoplasm,Texture_Correlation,RNA,_10_01_256,0,GLI1,0.33021,0.28544,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-21/H10_2.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-21/H10_2.jpg"", ""width"": 200}",-1.419,999999,0,JCP2022_802717,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/2735"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/165220"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLI1"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000111087"", ""label"": ""Ensembl""}]",GLI|PAPA8|PPD1
14246,Cells,RadialDistributionFracAtD,,_mito_tubeness_1of20,0,UGT2B4,0.00018,0.84405,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-11/E15_7.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-11/E15_7.jpg"", ""width"": 200}",-1.669,999999,0,JCP2022_807531,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/7363"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/600067"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT2B4"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000156096"", ""label"": ""Ensembl""}]",HLUG25|UDPGT2B4|UDPGTH1|UDPGTh-1|UGT2B11
12365,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of16,0,DUSP11,0.00446,0.79903,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-16/C10_5.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-16/C10_5.jpg"", ""width"": 200}",-1.631,999999,0,JCP2022_801934,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/8446"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/603092"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP11"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000144048"", ""label"": ""Ensembl""}]",PIR1
17886,Nuclei,NeighborsFirstClosestDistance,,_1,0,TMPRSS5,0.11091,0.47354,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R6-19/K13_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R6-19/K13_1.jpg"", ""width"": 200}",-1.328,999999,0,JCP2022_807151,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/80975"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/606751"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS5"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000166682"", ""label"": ""Ensembl""}]",SPINESIN
14829,Cells,RadialDistributionFracAtD,,_mito_tubeness_9of20,0,RNF19A,0.08122,0.11648,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-27/A04_7.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-27/A04_7.jpg"", ""width"": 200}",-1.96,999999,0,JCP2022_806045,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/25897"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/607119"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF19A"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000034677"", ""label"": ""Ensembl""}]",RNF19
27913,Cells,CountCount,,,0,PTP4A1,0.02546,0.63683,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-16/J12_2.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-16/J12_2.jpg"", ""width"": 200}",-1.38,999999,0,JCP2022_805669,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/7803"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/601585"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTP4A1"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000112245"", ""label"": ""Ensembl""}]",HH72|PRL-1|PRL1|PTP(CAAX1)|PTPCAAX1
29341,Cytoplasm,Correlation_K_Mito,DNA,,0,ANKH,0.01005,0.5499,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-08/G14_4.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-08/G14_4.jpg"", ""width"": 200}",-1.331,999999,0,JCP2022_800463,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/56172"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/605145"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKH"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000154122"", ""label"": ""Ensembl""}]",ANK|CCAL2|CMDJ|CPPDD|HANK|MANK|SLC62A1
20748,Cytoplasm,RadialDistributionFracAtD,,_mito_tubeness_1of16,0,PRDM12,0.00358,0.57805,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-23/B12_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-23/B12_0.jpg"", ""width"": 200}",-1.104,999999,0,JCP2022_805488,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/59335"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/616458"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM12"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000130711"", ""label"": ""Ensembl""}]",HSAN8|PFM9
2134,Cells,NeighborsNumberOfNeighbors,,_5,0,ART5,0.00381,0.62153,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-11/B20_2.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-11/B20_2.jpg"", ""width"": 200}",1.181,999999,0,JCP2022_800611,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/116969"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/610625"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ART5"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000167311"", ""label"": ""Ensembl""}]",ARTC5
6393,Cells,Texture_Correlation,ER,_10_03_256,0.00001,KDM2B,0.00018,0.87774,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-25/I16_4.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-25/I16_4.jpg"", ""width"": 200}",-0.614,999999,0,JCP2022_803643,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/84678"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/609078"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM2B"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000089094"", ""label"": ""Ensembl""}]",CXXC2|FBXL10|Fbl10|JHDM1B|PCCX2
33061,Nuclei,Granularity_11,ER,,0,B4GALT4,0.00018,0.58198,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-12/E07_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-12/E07_0.jpg"", ""width"": 200}",-0.98,999999,0,JCP2022_800796,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/8702"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/604015"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GALT4"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000121578"", ""label"": ""Ensembl""}]",B4Gal-T4|beta4Gal-T4
27539,Cells,NeighborsNumberOfNeighbors,,_5,0,PCCB,0.0445,0.51288,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-03/B22_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-03/B22_0.jpg"", ""width"": 200}",-0.3,999999,0,JCP2022_804952,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/5096"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/232050"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCCB"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000114054"", ""label"": ""Ensembl""}]",5096
